Branch,review,Restaurant
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"I've been there quite a few times usually for breakfast. Their dosai, idli and vadai all meet the high standards that Chennai sets for these items. The sambhar is tasty and you usually get 3 chutneys (onion, coriander and of course coconut). The pongal and pineapple kesari are also good but not the dishes to go for in case you do want to eat at least moderately healthy. On my many visits, I've had only one complaint where I felt the chutney was on the edge and the staff immediately replaced it with a different batch even though they felt it was ok. So they do take you seriously. The food is served super quick downstairs (the non-AC) section so it's not exactly a place where you can sit down and chat. Head upstairs to one of the AC halls in case you want to eat at a more leisurely place. The place can get busy especially at peak meal times, even the AC section might be busy at peak hours for anything more than eating (as in no time to sit down and chat). Staff never asks you to leave or anything like that but you do feel bad for the crowd standing and waiting with hungry eyes for a meal. The staff is happy to accommodate requests like less oil/no-oil on the dosai and the kitchen pulls it off without losing much on the taste. There's a wide selection including North Indian dishes for dinner but I've only had the South Indian dishes that they are more well known for. Staff are always courteous and prompt. A safe bet if you are in that part of Chennai - especially recommended for breakfast.",Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"we were on the way from our Andaman trip to our place, planed lunch n Chennai.  we were 6, not interested to go any hotel. so we ordered lunch in sangeetha. Tamil Nadu lunch ..for 187 rs, we ordered 3 , but 2 might be enough for 6 of us. lots and lots of items, 2 sweets, fruit salad, veg, chappathi etc.... the quantity is much and taste good. dont miss that heavenly lunch. typical Tamil meals. you can order by phone befr you go, to avoid over crowd.",Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,Visited this restaurant at the Chennai airport. Masala dosa is served hot along with a red chutney which is very tasty. Best option on Chennai airport.,Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"One of the best appam with coconut milk , dosa and butter naan with planner batter masala . Had a Verily delicious, tasty and quality dinner with friends !! Must visit again !!",Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"Loved the food - I had an onion rava masala dosa. Nothing to complain about there, but the waiter looked like he had no interest in waiting for us.",Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"The South Indian thali meals here are excellent, having a good selection of traditional Tamil food. I'd recommend the South Indian thali over the North Indian one. The waiter we had seemed quite uninterested in taking our order and it brought down the experience. Overall, an excellent eatery, and worth the money.",Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"Once during my visit to IIT Chennai, just happened to visit Sangeetha, Adyar luckily and it just wowed me with their wonderful Thali & Dosas. If you love South India dont miss this, else visit them to fall in love with South India Cuisine!!",Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"Our cab driver suggested we try this place on our way back from T Nagar.We were a motley bunch of six with varying tastes and needs.We ordered one meal for the senior member while others had rawa dosa,chapati,masala dosa and dahi vada.All items were well prepared and I repeated my dahi vada.We tried some of the juices on offer which inflated our bill which was otherwise very reasonable.",Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,we went to this sangeetha restaurant in thuraippakkam on the 25th july 2014 during snack time and ordered a curd vadai. when my friend opened the vada there was a small insect alive. we did not have the rest of the food there and paid the bill and moved on. this restaurant in the prime location is a boon to the i.t. corridor. but when you order food i suggest avoid the curd vada  in this restaurant. you might definitely find some insects  :-),Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"Really i felt very tasty to eat all kootu, poriyal with appalam. Even curd is good. Very tasty like home preparation. I miss the lunch..",Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"I have visited Sangeetha (Adyar) hotel for lunch on a saturday, it was over crowded. They asked to wait for a while, then got a table inside A/C, order for full meals and it was really delicious. Ambiance was not that great, but many people opt in for the taste.",Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,Good for a Quick Byte .... Liked Filter Cofee and Onion Rava Dosa which are my favourite ..,Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,Sangeetha is one of the good vegetarian joints in Adyar having both A/C and non A/c options. both the places offer a wide variety of Veg food both south and north indian. all their food are made of olive oil which they claim is good for health. The food taste is definitely good making it a place to visit for veg food. they offer wide variety of dosas along with a good variety of chat items during the evenings. their south indian food fare much better than their north indian varieties. the challenge with the restaurant is Car parking. their limited car parking lots sometime make it a nightmare during peak hours. however they are now offering valet parking to mitigate this issue. Isspite of this it is must place for some good veg food in adyar.,Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,This hotel is one of the best hotel in the chennai city providing good quality vegetarian food and also north in dishes.,Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,The place has ample seating in multiple floors. The menu has several varieties to suit customers. The service is prompt and the food is very tasty and fresh. Parking is however a bit tough.,Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"one of the best places to dine in chennai for veg food & especially veg south Indian cusines. The Hot Idli, onion utthapam and various kind of dosa served out here are really mouth watering & yummy to eat & not to forget the meals that are being served during lunch time. Must try one time if you are really hungry & have a heavy appetite.",Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,Dont try the North Indian thali-your wallet and tummy both feel light and your heart feels the blues,Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"This busy restaurant serves both South and North Indian dishes and also the ""Indo-Chinese"" style dishes. We ordered a selection of all three styles and were pleasantly surprised. They were well presented and tasty. The service is fast and smooth. Ice cream desserts are something that did not strike our fancy but the gulab jamuns were really good.",Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,This is a famous south indian food chain restaurant. We went there for lunch. The south indian preparations are good . But everything here is tooo spicy.....not good for our health. I know south indian food is spicy but not that much. Saravanna Bhavan is better option.,Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"The good parts about Sangeetha, Adyar: The food is still very good, though a tad down from what it used to be a few years ago. There is a large variety of South Indian, North Indian, Chinese, Continental and dessert fare on the menu. I have rarely seen the staff declare an item not available. And the food is served EXTREMELY fast. The bad: The tables are uncomfortably close to each other. Your neighbour will be able to hear every word that you speak. There is hardly any parking space, but the valets will do the job for you. Remember to get there early. Reach at 7 pm for dinner. If you arrive past 7.45, especially weekends, you will face a long wait.",Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"We used to go to this restaurant regularly, most of the times to Guindy and Butt road outlets and we enjoy the food here. It is very hygienic and service also good.",Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,Enjoyed my North Indian Thali in South India.... Masala Milk Too Good. South Indian Food also Too Good.,Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"I tried dinner at Sangeetha Nungambakkam outlet in chennai and the food was tastey and worth of charges. The location is prime and service is prompt. They specialise in south Indian and have other options too. I tried chapathi korma, Mini meal with coffee and specially the masala milk was very good. A nice place for authentic pure vegetarian south indian delicacies",Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,A place to have a quick breakfast south Indian style. Located centrally on the main road of Adyar. Many choices available. Always busy and crowded. Hot south Indian breakfast dishes available for a reasonable price. Reasonably clean. food is tasty with variety of side dishes,Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"I have been to this place quite a number of times and love their food. Taste is great. You get both North Indian and South Indian dishes. Only drawback with this place is you have to wait for a long time to be seated. Its too crowded. If you don't have any plans after dining here, you are safe.",Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"10th October, went for coffee in Chennai international airport. The quality of sambar vadai was very bad and not even worth for money. the service team didnot even requested for replacement. Very bad taste. Coffee was good.",Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"meals are open from 10 : 45 am, cost is Rs 75 per person. Restaurant open from 7 am till 10: 30 at night.",Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"++Great thali with very tasty food; will give Saravana Bhavan a run for its money any time ++Great service; wife and I had thali and veg manchurian came along with it; now, we were going to meet our son 20 minutes later and he loves manchurian; the waiter without a murmur agreed to pack the two veg manchurians into one bowl for our son(and this was a unlimited meal). My wife and I were zapped...Now beat that service, Saravana Bhavan ++Great price esp for an office lunch --Crowd and waiting(obviously will be) --Not enough of them my part of town(South West Chennai)",Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"This have say rant is by far one of the best vegetarian restaurants in and  around chennai. They serve authentic south indian as well as north indian food with very friendly service. This place has got three floors of seating space which is totally full on weekends so you can imagine the quality of food n service they provide. Avoid going on weekends if you do not prefer waiting. The best part of the restaurant is the quality of food and ingredients they use to prepare is of the highest standards.  I am a daily customer to the place and sometimes I even go 2-3 times a day. N I must say am not the only one who does that.  I see a lot of people who come there daily with their families to have food.  They strictly use OLIVE Oil and double refined groundnut oil for cooking which makes u feel carerfree from having fried items. Must have - every item In southindan is a must try for a foodie esp in the mornings .  Other than that paav bhaji, dragon roll, and tikkas are outstanding .",Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"Its a decent south Indian restaurant around Adya Decent place, good food but over priced. Service is not very  attentive.  Holidays the place gets very crowded and traffic on the road  makes it difficult to approach . No importance is given to maintenance  and staff can be better trained.  Breakfast items are very good.",Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,Its situated in one of the happening areas of Chennai. Only serves good south Indian dishes. No good options for north Indian items. The so called North Indian thali does not have good quality items.Tried their 'Special Tea' and 'Special Coffee' and found nothing special about it at all. Most of the time the waiters are in a hurry to take your orders and make you eat your dishes super fast and make space for waiting guests as soon as possible !!,Sangeetha
