Branch,review,Restaurant
Restaurant_Review-g304556-d1109756-Reviews-Vasantha_Bhavan-Chennai_Madras_Chennai_District_Tamil_Nadu.html,dont confuse as there are 7-8 branches of vasantabhavan in chennai..the food is tasty and delicious famous for northindian cusines and tiffins.you also can have a meals but biryani is a bad choice here.,Vasanthabhavan
Restaurant_Review-g304556-d1109756-Reviews-Vasantha_Bhavan-Chennai_Madras_Chennai_District_Tamil_Nadu.html,The restaurant is very much near to the egmore railway station. just opposite to station. provides optimum range of varities and good for south-indian.,Vasanthabhavan
Restaurant_Review-g304556-d1109756-Reviews-Vasantha_Bhavan-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"With My Family on Last September I'd visited this Hotel for Lunch.We sat in the Dining hall for about 10 minutes ,then only a waiter came ask what we want and told us that they Serve the Lunch in First floor.We go to 2nd floor for the AC option.The Restaurant is neat and Spacious. But we have to wait for almost half an hour for the Food to arrive at our Table since it was prepared outside and comes in a transport.Everything from Rice to curd will have to come from their Kitchen which was located somewhere else.For the Tiffen items only they are preparing at the same place.But the Quality of the Food is Good.Not Better,though!.And the Scenic view of the ECR from our Dining Table is good.For about 5 or 10 kilometers stretch on both sides,this the only decent veg hotel,i think!.",Vasanthabhavan
Restaurant_Review-g304556-d1109756-Reviews-Vasantha_Bhavan-Chennai_Madras_Chennai_District_Tamil_Nadu.html,A great place to recharge your tamil food taste buds at this place they have got old world charm and authentic taste. Only worry for people like me is they add ghee ( clarified butter ) in their sambar which is a new taste as far my experience goes. Idlies are soft and satisfying but over all a great place to eat. And you can't go wrong in filter coffee at all.,Vasanthabhavan
Restaurant_Review-g304556-d1109756-Reviews-Vasantha_Bhavan-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"Great place to grab a great south Indian meal, the whole dining experience over a banana leaf will leave you impressed. If not the ambience and decor will.",Vasanthabhavan
Restaurant_Review-g304556-d1109756-Reviews-Vasantha_Bhavan-Chennai_Madras_Chennai_District_Tamil_Nadu.html,This hotel is one of the best vegetarian hotels near to egmore railway station.Good for service and taste,Vasanthabhavan
Restaurant_Review-g304556-d1109756-Reviews-Vasantha_Bhavan-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"Located bang opposite the Egmore Station, and was recommended as the best around these parts. So don't read it as the best in town. We had a limited thali in the non-ac section, and were spoilt by the staff who kept bringing us reruns like extra appalaams that (we suspect) are not part of the 'limited' scheme. It's really a quick lunchtime place that does its best, and if you're looking for really nice people and atmosphere - and are okay with clean but fairly ordinary food, then go try it.",Vasanthabhavan
Restaurant_Review-g304556-d1109756-Reviews-Vasantha_Bhavan-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"Famous Vasantha Bhavan of Chennai is located just opposite Egmore Railway station.When we come into City by train,you can just croos the road to reach here.Food available here is all south indian,north indian dishes.The south indian lu nch we had was just above average.This place should have clean toilet which is lacking,only toilet located in upstairs is untidy.",Vasanthabhavan
Restaurant_Review-g304556-d1109756-Reviews-Vasantha_Bhavan-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"This food place is just oppiste egmore railway station, they serve indian food is cheaper than other same outlets at this area. the staff is clean & polite they top up curry without having to ask for it. & explain menu too.thank you",Vasanthabhavan
Restaurant_Review-g304556-d1109756-Reviews-Vasantha_Bhavan-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"I like the food from this restaurant, value for money. The food is good and affordable. Preferably try south Indian food. They are much better with the south Indian choices.",Vasanthabhavan
Restaurant_Review-g304556-d1109756-Reviews-Vasantha_Bhavan-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"...so don't expect 5 dtar hotel ambience or squeeky clealiness. But the food is very good, excellent portions and great value. If you like to tub elbows with natives... This place isa must.",Vasanthabhavan
Restaurant_Review-g304556-d1109756-Reviews-Vasantha_Bhavan-Chennai_Madras_Chennai_District_Tamil_Nadu.html,The restaurant that boasts of authentic south indian is not actually authentic. you can get many better options in chennai. The only good point is its a value for money and a change from routine saravana bhavan food. The food serves is a mix of andhra and tamil style and its ok to try. There is nothing best can be boasted of but there is no major nagative point to share. They should concentrate also on cleanliness of food suppliers (to tables) and maintainance of restaurant.,Vasanthabhavan
Restaurant_Review-g304556-d1109756-Reviews-Vasantha_Bhavan-Chennai_Madras_Chennai_District_Tamil_Nadu.html,The Thali meals are absolutely fantastic and without a doubt unbeatable in Chennai. the Chola Puri is fantastic too as is their Curd vada and Samba vada. Toilets and wash areas can do with some sprucing up but with the multitude of patrons eating at these hotels one cant expect top of the range facilities in every sector. I love the food there and so does my family and no trip to Chennai is complete without atleast 3 meals at one of the Vasantha Bhavans.,Vasanthabhavan
Restaurant_Review-g304556-d1109756-Reviews-Vasantha_Bhavan-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"This is the hotel where you can get varieties of south indian food. Ofcourse north indian food are also vailable like roti, chappathi , poori etc., the food stuff is tastier and is prepared in in clean environment and with utmost care. the service s good",Vasanthabhavan
Restaurant_Review-g304556-d1109756-Reviews-Vasantha_Bhavan-Chennai_Madras_Chennai_District_Tamil_Nadu.html,nice dishes but costly. Very near to station. Two seperate restaurants available here. All area veg and varieties are nice to have. Service is very prompt and unique.,Vasanthabhavan
Restaurant_Review-g304556-d1109756-Reviews-Vasantha_Bhavan-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"Try this hotel only if you want to eat South indian food, that is their trademark, North indian food is not good. Appam and idly's are a good option to try. Avoid paneer type side dishes.Non A/C section is not well lit and doesnt look that nice. A/C section of the hotel has a good ambience.Service was ok.",Vasanthabhavan
Restaurant_Review-g304556-d1109756-Reviews-Vasantha_Bhavan-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"i went to the vasantha bhavan restaurant opposite egmore railway station. even while entering the restaurant there was a bad odour inside the whole dining area. I ordered a rava dosa. it was cool and stale. then i reluctantly ordered for a coffee. Horrible. the milk was over boiled and so the coffee taste is very very poor. for this kind of food, the poor server expected some tips also. I had similar experience in their vadapalani branch two years back and so I avoided their restaurants for two years. unfortunately, now I went with a host and so i am NOT able to avoid. never never again to 'namma veedu vasantha bhavan' in future.",Vasanthabhavan
Restaurant_Review-g304556-d1109756-Reviews-Vasantha_Bhavan-Chennai_Madras_Chennai_District_Tamil_Nadu.html,I like this place for the veg food. I had to go this place because of the other person i went with who is a veg. I liked this place and they offer quality stuff.,Vasanthabhavan
Restaurant_Review-g304556-d1109756-Reviews-Vasantha_Bhavan-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"This review is about Vasantha Bhavan, Anna Nagar. My in-laws are non-vegetarians and they cook meat on sundays. When I was working, I used to get sundays off and could not eat at home bcos I am a pure vegetarian. It was Vasantha Bhavan, Anna nagar that I resorted to. The taste is always the same everytime. They could provide some variety in north indian items. They are not good at continental. I ordered American Chopsey and wondered if the chef even knew how it looks like. Best place if u wanna have home food away from home.",Vasanthabhavan
Restaurant_Review-g304556-d1109756-Reviews-Vasantha_Bhavan-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"If you are looking for a fake-retro looking restaurant serving Indian ""tiffen"" and ""fast-food"" which is priced high, then this is the right place for you!",Vasanthabhavan
Restaurant_Review-g304556-d1109756-Reviews-Vasantha_Bhavan-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"Located in Tambaram. Having good parking facility and good idly powder. Good service. But i little bothered about the credit card swipping, which is swipped in hidden place, customer cannot see where it was swipped clearly. Swipping is a financial thing, where customer may have more cautious question on their mind about their cared been misused.  Otherthan this, all the foods & varieties are very nice.",Vasanthabhavan
Restaurant_Review-g304556-d1109756-Reviews-Vasantha_Bhavan-Chennai_Madras_Chennai_District_Tamil_Nadu.html,Located in Vadapalani . Best Vegetarian Food . U need to Try  Appam and Pongal,Vasanthabhavan
Restaurant_Review-g304556-d1109756-Reviews-Vasantha_Bhavan-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"When ever i visit chennai, i usually prefer saravana bhavan. But since this place was close to hotel i stayed.. i chose to go. I had a very good break fast.",Vasanthabhavan
Restaurant_Review-g304556-d1109756-Reviews-Vasantha_Bhavan-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"There are Vasantha Bhavans. This one is about Namma Veedu vasantha bhavan. we went to the egmore branch of this chain of restaurants. Pathetic service even in the A/C Room section!.The server takes order after 15 minutes. If some dishes are not available, they inform you after 25 minutes. One dish that we ordered did not come even after 55 minutes. The worst part is they are not apologetic at all. the waiter was very rude in answering if we ask why there is some much delay in getting a simple dish like paniyaram. The total bill for 4 people in this BUDGET restaurant came to Rs 640/- which includes just one main dish for one person.. For Veg Hakka noodles they charged a ridiculous Rs 82/- which had only 5 spoon full of noodles! For some dosas like panneer dosa or gobi dosa, they charged Rs 75 which had just a spoonful spread of the dish on an ordinary dosa!. When asked why its priced that like that, he rudely answered to go and check the menu card. My sincere advice, if you ever want to go to a fine dine restaurant nearby chennai egmore railway station, please go to nearby Buharis or even sangeethas.For a similar or lesser price, you get good service and a quantity that justifies the price.. Namma veedu vasantha bhavan is just a mere waste of your hard earned money... Happy time in Chennai -  Anand M",Vasanthabhavan
Restaurant_Review-g304556-d1109756-Reviews-Vasantha_Bhavan-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"one of the best hotels in chennai is VASANTHA BHAVAN  it has ben very famous since many years and even we can say it is our second home it has good quyality food , and good suppliers with suplimments",Vasanthabhavan
Restaurant_Review-g304556-d1109756-Reviews-Vasantha_Bhavan-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"The food quality is really good. I can say, it is the only plus point in this restaurant/hotel. People are not much polite, and crowd. If you feel only quality is the main thing then you can visit. This is the right place for relax",Vasanthabhavan
Restaurant_Review-g304556-d1109756-Reviews-Vasantha_Bhavan-Chennai_Madras_Chennai_District_Tamil_Nadu.html,Good place for Vegetarians. Delicious Food at confordable cost. Its best place for all kind of peoples. Good Customer Service and spacious car and two wheeler parking.,Vasanthabhavan
